"","isic_id","AKIEC","BCC","BKL","MEL","NV","DF","VASC","image_diag_id"
"2629","ISIC_0027021",2,0,0,11,2,0,0,"MEL"
"2630","ISIC_0027022",0,0,1,0,3,0,0,"NV"
"2631","ISIC_0027023",3,0,6,2,2,0,0,"BKL"
"2632","ISIC_0027024",0,0,0,0,3,0,0,"NV"
"2633","ISIC_0027025",0,0,9,0,2,0,0,"BKL"
"2634","ISIC_0027026",5,2,2,3,0,1,0,"BKL"
"2635","ISIC_0027027",0,0,9,0,0,0,0,"BKL"
"2636","ISIC_0027028",0,0,0,0,2,0,0,"NV"
"2637","ISIC_0027029",0,2,1,0,4,0,0,"NV"
"2638","ISIC_0027030",0,0,5,7,0,0,0,"MEL"
"2639","ISIC_0027031",0,0,0,0,1,0,0,"NV"
"2640","ISIC_0027032",0,0,0,1,1,0,0,"NV"
"2641","ISIC_0027033",1,2,6,6,1,0,0,"MEL"
"2642","ISIC_0027034",0,0,1,1,2,0,0,"NV"
"2643","ISIC_0027035",0,0,0,0,1,0,0,"NV"
"2644","ISIC_0027036",0,0,2,0,2,0,0,"NV"
"2645","ISIC_0027037",1,0,7,1,0,0,0,"BKL"
"2646","ISIC_0027038",0,20,0,0,0,0,0,"BCC"
"2647","ISIC_0027039",0,0,0,0,2,0,0,"NV"
"2648","ISIC_0027040",0,0,0,2,2,0,0,"NV"
"2649","ISIC_0027041",0,0,5,3,1,1,0,"BKL"
"2650","ISIC_0027042",1,0,4,7,0,0,0,"BKL"
"2651","ISIC_0027043",0,0,0,10,3,0,0,"MEL"
"2652","ISIC_0027044",8,1,22,4,14,18,6,"DF"
"2653","ISIC_0027045",0,0,1,2,2,0,0,"NV"
"2654","ISIC_0027046",1,14,3,1,4,0,0,"BCC"
"2655","ISIC_0027047",17,4,11,5,1,1,0,"AKIEC"
"2656","ISIC_0027048",0,0,0,0,4,0,0,"NV"
"2657","ISIC_0027049",0,0,0,1,4,0,0,"NV"
"2658","ISIC_0027050",0,0,0,0,3,0,0,"NV"
"2659","ISIC_0027051",0,0,1,1,5,0,0,"NV"
"2660","ISIC_0027052",0,0,0,1,3,0,0,"NV"
"2661","ISIC_0027053",0,0,6,2,2,0,0,"BKL"
"2662","ISIC_0027054",0,0,0,0,1,0,0,"NV"
"2663","ISIC_0027055",0,0,0,0,4,0,0,"NV"
"2664","ISIC_0027056",0,0,1,0,0,0,0,"NV"
"2665","ISIC_0027057",8,11,0,1,0,10,0,"BCC"
"2666","ISIC_0027058",0,20,0,1,2,0,0,"BCC"
"2667","ISIC_0027059",0,0,0,0,2,0,0,"NV"
"2668","ISIC_0027060",0,0,0,11,0,0,0,"MEL"
"2669","ISIC_0027061",0,0,0,0,2,0,0,"NV"
"2670","ISIC_0027062",0,0,3,0,3,0,0,"NV"
"2671","ISIC_0027063",0,0,0,7,7,0,0,"MEL"
"2672","ISIC_0027064",4,0,1,2,1,0,0,"BKL"
"2673","ISIC_0027065",0,0,4,6,4,0,0,"MEL"
"2674","ISIC_0027066",0,0,3,0,4,0,0,"NV"
"2675","ISIC_0027067",1,0,3,4,1,0,0,"MEL"
"2676","ISIC_0027068",0,0,8,2,2,0,0,"BKL"
"2677","ISIC_0027069",0,4,0,8,0,0,0,"MEL"
"2678","ISIC_0027070",0,0,0,0,2,0,0,"NV"
"2679","ISIC_0027071",4,0,4,5,0,0,0,"MEL"
"2680","ISIC_0027072",0,1,0,1,1,0,2,"NV"
"2681","ISIC_0027073",0,0,1,1,5,0,0,"NV"
"2682","ISIC_0027074",0,0,0,0,2,0,0,"NV"
"2683","ISIC_0027075",0,0,0,0,4,0,0,"NV"
"2684","ISIC_0027076",0,0,1,2,11,0,0,"MEL"
"2685","ISIC_0027077",0,0,2,0,4,1,0,"NV"
"2686","ISIC_0027078",0,0,2,0,3,0,0,"NV"
"2687","ISIC_0027079",0,0,0,0,4,0,0,"NV"
"2688","ISIC_0027080",0,0,0,1,1,0,0,"NV"
"2689","ISIC_0027081",0,0,0,0,2,0,0,"NV"
"2690","ISIC_0027082",0,0,0,0,3,0,0,"NV"
"2691","ISIC_0027083",0,0,7,0,0,0,0,"BKL"
"2692","ISIC_0027084",25,1,7,0,0,0,0,"AKIEC"
"2693","ISIC_0027085",0,0,0,0,2,0,0,"NV"
"2694","ISIC_0027086",0,0,1,0,0,0,0,"NV"
"2695","ISIC_0027087",1,0,0,3,1,1,0,"NV"
"2696","ISIC_0027088",0,0,0,0,2,0,0,"NV"
"2697","ISIC_0027089",0,0,2,9,5,0,0,"MEL"
"2698","ISIC_0027090",0,19,0,4,0,0,0,"BCC"
"2699","ISIC_0027091",0,1,0,0,3,0,0,"NV"
"2700","ISIC_0027092",0,0,0,0,1,0,0,"NV"
"2701","ISIC_0027093",1,16,2,3,2,0,0,"BCC"
"2702","ISIC_0027094",1,0,2,0,2,0,0,"BKL"
"2703","ISIC_0027095",0,0,0,0,2,0,0,"NV"
"2704","ISIC_0027096",0,0,0,0,2,0,0,"NV"
"2705","ISIC_0027097",0,0,0,4,0,0,0,"NV"
"2706","ISIC_0027098",1,0,1,1,1,0,0,"NV"
"2707","ISIC_0027099",0,0,0,0,2,0,0,"NV"
"2708","ISIC_0027100",0,1,2,5,0,0,0,"MEL"
"2709","ISIC_0027101",1,1,1,8,4,3,0,"MEL"
"2710","ISIC_0027102",0,0,0,16,0,0,0,"MEL"
"2711","ISIC_0027103",0,0,0,0,3,0,0,"NV"
"2712","ISIC_0027104",0,0,0,1,3,0,0,"NV"
"2713","ISIC_0027105",0,3,1,5,1,0,0,"MEL"
"2714","ISIC_0027106",0,0,0,1,3,0,0,"NV"
"2715","ISIC_0027107",1,1,4,7,1,61,0,"DF"
"2716","ISIC_0027108",1,0,0,1,4,0,0,"NV"
"2717","ISIC_0027109",0,0,0,0,3,0,0,"NV"
"2718","ISIC_0027110",0,0,1,0,2,0,0,"NV"
"2719","ISIC_0027111",0,0,0,0,3,0,0,"NV"
"2720","ISIC_0027112",0,0,0,0,3,0,0,"NV"
"2721","ISIC_0027113",0,0,1,2,1,0,0,"NV"
"2722","ISIC_0027114",0,0,0,4,2,0,0,"NV"
"2723","ISIC_0027115",0,0,1,1,2,0,0,"NV"
"2724","ISIC_0027116",0,0,0,0,2,0,0,"NV"
"2725","ISIC_0027117",1,21,0,4,0,0,1,"BCC"
"2726","ISIC_0027118",1,1,3,4,6,54,0,"DF"
"2727","ISIC_0027119",0,0,1,0,0,0,0,"NV"
"2728","ISIC_0027120",5,7,4,5,0,0,1,"BCC"
"2729","ISIC_0027121",0,0,0,0,2,0,0,"NV"
"2730","ISIC_0027122",0,0,1,3,0,0,0,"NV"
"2731","ISIC_0027123",0,0,0,0,3,1,0,"NV"
"2732","ISIC_0027124",0,1,0,0,1,0,0,"NV"
"2733","ISIC_0027125",0,0,1,8,7,0,0,"MEL"
"2734","ISIC_0027126",0,0,6,2,1,0,0,"MEL"
"2735","ISIC_0027128",0,0,0,0,1,0,0,"NV"
"2736","ISIC_0027129",0,0,1,0,1,0,0,"NV"
"2737","ISIC_0027130",1,0,6,6,1,0,0,"MEL"
"2738","ISIC_0027131",0,0,0,0,2,0,0,"NV"
"2739","ISIC_0027132",0,0,0,0,6,0,0,"NV"
"2740","ISIC_0027133",0,0,1,1,13,0,0,"NV"
"2741","ISIC_0027134",0,0,0,1,4,0,0,"NV"
"2742","ISIC_0027135",0,25,1,0,0,0,0,"BCC"
"2743","ISIC_0027136",0,0,2,0,4,0,0,"NV"
"2744","ISIC_0027137",0,0,0,2,2,0,0,"NV"
"2745","ISIC_0027138",0,0,1,4,6,0,6,"NV"
"2746","ISIC_0027139",0,0,1,1,12,0,0,"BKL"
"2747","ISIC_0027140",0,0,0,4,13,0,0,"NV"
"2748","ISIC_0027141",6,0,0,3,6,55,0,"DF"
"2749","ISIC_0027142",1,0,11,0,3,1,0,"BKL"
"2750","ISIC_0027143",0,0,1,1,16,0,0,"NV"
"2751","ISIC_0027144",0,0,3,10,6,0,0,"MEL"
"2752","ISIC_0027145",0,0,0,0,1,0,0,"NV"
"2753","ISIC_0027146",2,23,2,2,3,0,0,"BCC"
"2754","ISIC_0027148",0,0,0,1,4,0,0,"NV"
"2755","ISIC_0027149",0,0,4,7,3,0,0,"MEL"
"2756","ISIC_0027150",1,0,2,1,0,0,0,"NV"
"2757","ISIC_0027151",1,0,6,0,3,0,0,"BKL"
"2758","ISIC_0027153",0,0,0,0,3,0,0,"NV"
"2759","ISIC_0027154",1,0,9,0,0,0,0,"BKL"
"2760","ISIC_0027155",1,0,3,8,0,0,0,"MEL"
"2761","ISIC_0027156",0,0,1,0,2,0,0,"NV"
"2762","ISIC_0027157",0,0,0,0,1,0,0,"NV"
"2763","ISIC_0027158",0,0,0,0,1,0,0,"NV"
"2764","ISIC_0027159",0,5,0,1,9,1,22,"VASC"
"2765","ISIC_0027160",0,0,0,0,2,0,0,"NV"
"2766","ISIC_0027161",0,0,0,0,3,0,0,"NV"
"2767","ISIC_0027162",0,0,5,0,0,0,0,"BKL"
"2768","ISIC_0027163",0,0,2,16,2,0,0,"MEL"
"2769","ISIC_0027164",0,0,0,0,3,0,0,"NV"
"2770","ISIC_0027165",0,0,0,0,2,0,0,"NV"
"2771","ISIC_0027166",0,0,0,0,3,0,0,"NV"
"2772","ISIC_0027167",0,0,6,0,1,0,0,"BKL"
"2773","ISIC_0027168",0,0,1,0,1,0,0,"NV"
"2774","ISIC_0027169",0,0,0,0,2,0,0,"NV"
"2775","ISIC_0027170",0,0,0,0,1,0,0,"NV"
"2776","ISIC_0027171",0,0,0,8,0,0,0,"MEL"
"2777","ISIC_0027172",13,0,8,14,0,0,0,"AKIEC"
"2778","ISIC_0027173",0,0,0,0,2,1,0,"NV"
"2779","ISIC_0027174",1,1,0,8,3,0,0,"MEL"
"2780","ISIC_0027175",2,20,1,3,0,0,0,"BCC"
"2781","ISIC_0027176",1,0,0,1,2,0,0,"NV"
"2782","ISIC_0027177",0,0,0,0,4,0,0,"NV"
"2783","ISIC_0027178",4,0,21,2,2,0,0,"AKIEC"
"2784","ISIC_0027179",1,3,2,8,0,1,0,"MEL"
"2785","ISIC_0027180",0,0,0,0,1,0,0,"NV"
"2786","ISIC_0027181",0,0,0,0,2,0,0,"NV"
"2787","ISIC_0027182",0,0,0,0,2,1,0,"NV"
"2788","ISIC_0027183",0,0,0,2,0,0,0,"NV"
"2789","ISIC_0027184",3,5,1,9,0,1,0,"AKIEC"
"2790","ISIC_0027185",0,0,0,0,1,0,0,"NV"
"2791","ISIC_0027186",0,0,0,0,4,0,0,"NV"
"2792","ISIC_0027187",3,0,7,5,1,0,0,"MEL"
"2793","ISIC_0027188",1,2,0,0,0,74,0,"DF"
"2794","ISIC_0027189",2,15,1,3,0,0,0,"BCC"
"2795","ISIC_0027190",0,0,1,2,11,0,0,"MEL"
"2796","ISIC_0027191",0,0,0,0,2,1,0,"NV"
"2797","ISIC_0027192",1,0,7,0,3,0,0,"BKL"
"2798","ISIC_0027193",0,0,0,0,1,0,0,"NV"
"2799","ISIC_0027194",2,0,5,1,0,0,0,"BKL"
"2800","ISIC_0027195",0,0,0,0,1,0,0,"NV"
"2801","ISIC_0027196",0,0,0,0,2,0,0,"NV"
"2802","ISIC_0027197",0,1,0,0,2,0,0,"NV"
"2803","ISIC_0027198",0,0,0,2,1,0,0,"NV"
"2804","ISIC_0027199",0,0,0,0,2,0,1,"NV"
"2805","ISIC_0027201",0,0,0,0,2,0,0,"NV"
"2806","ISIC_0027202",0,0,9,0,4,0,0,"BKL"
"2807","ISIC_0027203",0,0,1,1,2,0,0,"NV"
"2808","ISIC_0027204",0,1,7,3,1,0,0,"MEL"
"2809","ISIC_0027205",0,0,0,0,1,0,0,"NV"
"2810","ISIC_0027206",0,0,0,0,4,0,0,"NV"
"2811","ISIC_0027207",0,0,0,0,1,0,0,"NV"
"2812","ISIC_0027208",0,0,0,0,1,0,0,"NV"
"2813","ISIC_0027209",0,0,1,2,0,0,0,"NV"
"2814","ISIC_0027210",0,0,0,1,0,0,47,"VASC"
"2815","ISIC_0027211",0,0,3,0,11,0,0,"NV"
"2816","ISIC_0027212",1,0,0,0,0,0,0,"NV"
"2817","ISIC_0027213",0,0,0,1,1,0,0,"NV"
"2818","ISIC_0027214",0,0,0,0,5,0,0,"NV"
"2819","ISIC_0027215",0,0,0,0,1,0,0,"NV"
"2820","ISIC_0027216",8,1,6,1,7,68,0,"DF"
"2821","ISIC_0027217",0,0,0,0,3,0,0,"NV"
"2822","ISIC_0027218",0,0,8,2,1,0,1,"BKL"
"2823","ISIC_0027219",0,0,9,0,1,0,0,"BKL"
"2824","ISIC_0027220",0,0,0,0,2,0,0,"NV"
"2825","ISIC_0027221",0,0,0,0,4,0,0,"NV"
"2826","ISIC_0027222",0,0,0,0,6,0,0,"NV"
"2827","ISIC_0027223",0,0,0,1,1,0,0,"NV"
"2828","ISIC_0027224",1,0,0,0,1,0,0,"NV"
"2829","ISIC_0027225",0,0,0,0,1,0,0,"NV"
"2830","ISIC_0027226",1,1,0,1,0,0,0,"NV"
"2831","ISIC_0027227",0,0,0,0,5,0,0,"NV"
"2832","ISIC_0027228",0,0,0,0,2,0,0,"NV"
"2833","ISIC_0027229",0,26,0,8,0,0,0,"BCC"
"2834","ISIC_0027230",0,0,1,0,2,0,0,"NV"
"2835","ISIC_0027231",18,2,2,1,1,1,0,"AKIEC"
"2836","ISIC_0027232",0,0,0,0,1,0,0,"NV"
"2837","ISIC_0027233",0,0,0,0,1,0,0,"NV"
"2838","ISIC_0027234",0,0,5,2,2,0,0,"MEL"
"2839","ISIC_0027235",0,0,0,1,0,0,0,"NV"
"2840","ISIC_0027236",0,0,0,0,4,0,0,"NV"
"2841","ISIC_0027237",0,0,3,0,0,0,0,"NV"
"2842","ISIC_0027238",0,0,0,12,0,0,0,"MEL"
"2843","ISIC_0027239",1,2,1,3,0,1,0,"BKL"
"2844","ISIC_0027240",0,1,0,0,3,0,0,"NV"
"2845","ISIC_0027241",0,0,0,0,5,0,0,"NV"
"2846","ISIC_0027242",1,0,1,1,2,0,0,"NV"
"2847","ISIC_0027243",0,0,0,1,4,0,0,"NV"
"2848","ISIC_0027244",0,0,2,0,1,0,0,"NV"
"2849","ISIC_0027245",0,0,1,0,4,0,0,"NV"
"2850","ISIC_0027246",0,0,0,1,2,0,0,"NV"
"2851","ISIC_0027247",0,0,0,0,0,1,0,"NV"
"2852","ISIC_0027248",0,0,0,3,2,0,0,"NV"
"2853","ISIC_0027249",0,1,0,1,1,0,1,"NV"
"2854","ISIC_0027250",0,0,1,2,1,0,0,"NV"
"2855","ISIC_0027251",0,0,1,0,1,0,0,"NV"
"2856","ISIC_0027252",0,0,0,0,0,0,1,"NV"
"2857","ISIC_0027253",0,0,3,10,1,0,0,"MEL"
"2858","ISIC_0027254",5,0,14,2,8,0,0,"AKIEC"
"2859","ISIC_0027255",0,0,1,2,0,0,0,"NV"
"2860","ISIC_0027256",0,0,1,1,1,0,35,"VASC"
"2861","ISIC_0027257",0,0,0,0,1,0,0,"NV"
"2862","ISIC_0027258",1,0,0,1,0,0,0,"NV"
"2863","ISIC_0027259",0,0,0,0,1,0,0,"NV"
"2864","ISIC_0027260",0,0,0,5,6,0,0,"MEL"
"2865","ISIC_0027261",0,0,0,9,1,0,0,"MEL"
"2866","ISIC_0027262",0,0,0,0,1,0,2,"NV"
"2867","ISIC_0027263",0,0,0,8,1,1,0,"MEL"
"2868","ISIC_0027264",0,0,0,3,4,0,0,"NV"
"2869","ISIC_0027265",0,0,1,0,15,0,0,"NV"
"2870","ISIC_0027266",0,0,5,0,11,0,0,"NV"
"2871","ISIC_0027267",0,0,0,1,2,0,0,"NV"
"2872","ISIC_0027268",1,0,0,0,2,0,0,"NV"
"2873","ISIC_0027269",0,0,0,0,0,0,40,"VASC"
"2874","ISIC_0027270",0,0,5,0,9,0,0,"BKL"
"2875","ISIC_0027271",0,0,1,1,2,0,0,"NV"
"2876","ISIC_0027272",0,0,1,0,1,0,0,"NV"
"2877","ISIC_0027273",0,0,1,0,1,0,0,"NV"
"2878","ISIC_0027274",0,0,1,0,2,0,0,"NV"
"2879","ISIC_0027275",0,0,11,0,0,0,0,"BKL"
"2880","ISIC_0027276",0,0,0,0,2,0,0,"NV"
"2881","ISIC_0027277",0,0,1,10,0,0,0,"MEL"
"2882","ISIC_0027279",0,0,8,0,0,0,0,"BKL"
"2883","ISIC_0027280",0,0,0,0,4,0,0,"NV"
"2884","ISIC_0027281",0,14,0,3,0,0,0,"BCC"
"2885","ISIC_0027282",0,2,4,5,2,0,0,"MEL"
"2886","ISIC_0027283",0,0,0,0,2,1,0,"NV"
"2887","ISIC_0027285",0,1,1,1,1,0,1,"NV"
"2888","ISIC_0027286",0,0,0,1,1,0,0,"NV"
"2889","ISIC_0027287",0,0,3,3,4,0,0,"BKL"
"2890","ISIC_0027290",0,0,0,0,1,0,0,"NV"
"2891","ISIC_0027291",0,18,1,1,0,0,1,"BCC"
"2892","ISIC_0027292",0,0,0,1,2,0,0,"NV"
"2893","ISIC_0027293",0,0,0,1,0,0,0,"NV"
"2894","ISIC_0027294",2,0,6,4,9,0,0,"AKIEC"
"2895","ISIC_0027295",4,0,4,4,2,2,0,"BKL"
"2896","ISIC_0027296",0,0,0,2,0,0,0,"NV"
"2897","ISIC_0027297",0,26,1,4,0,0,0,"BCC"
"2898","ISIC_0027298",0,0,0,0,1,0,0,"NV"
"2899","ISIC_0027299",0,0,0,0,4,0,0,"NV"
"2900","ISIC_0027300",1,0,4,7,0,0,0,"MEL"
"2901","ISIC_0027301",0,0,0,0,1,0,0,"NV"
"2902","ISIC_0027302",0,0,0,0,10,0,0,"MEL"
"2903","ISIC_0027303",2,24,0,4,0,0,0,"AKIEC"
"2904","ISIC_0027304",0,0,0,0,4,0,0,"NV"
"2905","ISIC_0027305",0,0,1,0,2,0,0,"NV"
"2906","ISIC_0027306",0,0,0,15,1,0,0,"MEL"
"2907","ISIC_0027307",0,0,1,0,4,0,0,"NV"
"2908","ISIC_0027308",0,0,0,3,0,0,0,"NV"
"2909","ISIC_0027309",0,0,0,0,2,0,0,"NV"
"2910","ISIC_0027310",2,0,11,0,0,0,0,"BKL"
"2911","ISIC_0027311",0,0,0,0,22,0,0,"NV"
"2912","ISIC_0027312",0,0,0,0,1,0,0,"NV"
"2913","ISIC_0027313",0,0,0,0,2,0,0,"NV"
"2914","ISIC_0027314",0,0,0,0,2,0,0,"NV"
"2915","ISIC_0027315",0,0,0,2,2,0,0,"NV"
"2916","ISIC_0027316",0,0,1,0,2,0,1,"NV"
"2917","ISIC_0027317",0,1,0,0,1,0,0,"NV"
"2918","ISIC_0027318",0,0,0,0,3,0,0,"NV"
"2919","ISIC_0027319",0,0,5,0,14,0,0,"NV"
"2920","ISIC_0027320",0,0,5,0,3,0,0,"BKL"
"2921","ISIC_0027321",0,0,0,0,2,0,0,"NV"
"2922","ISIC_0027322",0,0,1,0,2,0,0,"NV"
"2923","ISIC_0027323",0,0,0,0,3,0,0,"NV"
"2924","ISIC_0027324",1,0,0,0,2,0,0,"NV"
"2925","ISIC_0027325",0,0,0,0,2,0,0,"NV"
"2926","ISIC_0027326",0,0,10,0,0,0,0,"BKL"
"2927","ISIC_0027327",1,0,0,11,0,1,0,"MEL"
"2928","ISIC_0027328",5,0,9,6,0,0,0,"MEL"
"2929","ISIC_0027330",0,0,0,0,1,0,0,"NV"
"2930","ISIC_0027331",0,0,2,0,2,0,0,"NV"
"2931","ISIC_0027332",4,1,2,0,4,0,1,"BKL"
"2932","ISIC_0027333",0,0,0,1,0,0,0,"NV"
"2933","ISIC_0027334",2,0,13,2,4,0,1,"AKIEC"
"2934","ISIC_0027335",0,0,8,3,0,0,0,"BKL"
"2935","ISIC_0027336",0,0,0,0,2,0,0,"NV"
"2936","ISIC_0027337",0,20,0,1,3,0,0,"BCC"
"2937","ISIC_0027338",0,0,0,1,1,0,0,"NV"
"2938","ISIC_0027339",0,0,1,0,0,0,0,"NV"
"2939","ISIC_0027340",0,0,1,0,4,0,0,"NV"
"2940","ISIC_0027341",0,0,0,0,3,0,0,"NV"
"2941","ISIC_0027342",0,0,0,0,3,0,0,"NV"
"2942","ISIC_0027343",1,0,1,18,9,0,0,"AKIEC"
"2943","ISIC_0027344",1,0,1,3,3,1,0,"BKL"
"2944","ISIC_0027345",0,0,0,1,10,0,0,"NV"
"2945","ISIC_0027346",0,0,4,0,0,0,0,"NV"
"2946","ISIC_0027347",0,0,0,0,2,0,0,"NV"
"2947","ISIC_0027348",0,0,0,0,2,0,0,"NV"
"2948","ISIC_0027349",0,0,0,1,0,0,0,"NV"
"2949","ISIC_0027350",0,1,0,2,6,1,0,"MEL"
"2950","ISIC_0027351",0,0,0,1,1,0,0,"NV"
"2951","ISIC_0027352",3,1,3,2,1,2,0,"MEL"
"2952","ISIC_0027353",0,0,1,0,2,0,0,"NV"
"2953","ISIC_0027354",3,0,5,0,0,0,0,"BKL"
"2954","ISIC_0027355",2,0,13,2,0,0,0,"BKL"
"2955","ISIC_0027357",0,0,0,0,2,0,0,"NV"
"2956","ISIC_0027358",0,0,2,0,1,0,0,"NV"
"2957","ISIC_0027359",1,1,2,4,7,0,0,"MEL"
"2958","ISIC_0027360",0,0,0,3,1,0,0,"NV"
"2959","ISIC_0027361",0,0,0,0,3,0,0,"NV"
"2960","ISIC_0027362",0,0,0,0,1,0,0,"NV"
"2961","ISIC_0027364",0,0,0,0,3,0,0,"NV"
"2962","ISIC_0027365",3,20,3,0,1,0,2,"BCC"
"2963","ISIC_0027366",0,0,0,0,2,0,0,"NV"
"2964","ISIC_0027367",0,0,6,4,2,0,0,"BKL"
"2965","ISIC_0027368",0,0,0,1,0,0,0,"NV"
"2966","ISIC_0027369",0,0,0,0,6,0,0,"NV"
"2967","ISIC_0027370",0,0,16,0,0,0,0,"BKL"
"2968","ISIC_0027371",1,12,10,0,3,0,0,"BCC"
"2969","ISIC_0027372",0,0,0,1,1,0,0,"NV"
"2970","ISIC_0027374",0,0,9,2,0,0,0,"BKL"
"2971","ISIC_0027375",0,0,0,1,1,0,0,"NV"
"2972","ISIC_0027376",0,0,0,0,2,0,0,"NV"
"2973","ISIC_0027377",0,0,0,0,1,0,0,"NV"
"2974","ISIC_0027378",0,0,0,1,0,0,0,"NV"
"2975","ISIC_0027379",0,0,3,0,3,0,0,"NV"
"2976","ISIC_0027380",0,0,0,0,2,0,0,"NV"
"2977","ISIC_0027381",0,0,0,0,4,0,0,"NV"
"2978","ISIC_0027382",0,0,0,1,1,0,0,"NV"
"2979","ISIC_0027383",0,0,1,0,3,0,0,"NV"
"2980","ISIC_0027384",0,0,1,0,4,0,0,"NV"
"2981","ISIC_0027385",0,0,0,1,0,1,39,"VASC"
"2982","ISIC_0027386",0,0,0,0,4,0,0,"NV"
"2983","ISIC_0027387",0,0,5,10,1,1,0,"MEL"
"2984","ISIC_0027388",3,0,2,7,0,0,0,"BKL"
"2985","ISIC_0027389",0,0,1,0,3,0,0,"NV"
"2986","ISIC_0027390",0,0,0,0,2,0,0,"NV"
"2987","ISIC_0027392",0,1,3,5,0,1,0,"BKL"
"2988","ISIC_0027393",0,0,0,0,1,0,0,"NV"
"2989","ISIC_0027394",0,4,3,3,5,0,0,"BKL"
"2990","ISIC_0027395",0,1,0,0,0,0,0,"NV"
"2991","ISIC_0027396",0,0,0,0,2,0,0,"NV"
"2992","ISIC_0027397",0,0,0,1,1,0,0,"NV"
"2993","ISIC_0027398",0,0,0,0,3,0,0,"NV"
"2994","ISIC_0027399",0,0,0,0,5,0,0,"NV"
"2995","ISIC_0027400",0,0,0,1,1,0,0,"NV"
"2996","ISIC_0027401",0,0,0,2,0,0,0,"NV"
"2997","ISIC_0027402",0,0,1,7,5,0,0,"MEL"
"2998","ISIC_0027403",0,0,3,0,0,0,0,"NV"
"2999","ISIC_0027404",0,0,0,0,1,0,0,"NV"
"3000","ISIC_0027405",0,0,0,0,2,0,0,"NV"
"3001","ISIC_0027406",0,0,0,1,2,0,0,"NV"
"3002","ISIC_0027407",0,0,2,12,0,0,0,"MEL"
"3003","ISIC_0027408",0,0,0,1,3,0,0,"NV"
"3004","ISIC_0027409",1,0,0,0,3,0,0,"NV"
"3005","ISIC_0027410",0,0,1,0,1,0,0,"NV"
"3006","ISIC_0027411",0,0,0,0,1,0,0,"NV"
"3007","ISIC_0027412",0,0,0,1,1,0,0,"NV"
"3008","ISIC_0027413",0,0,0,0,3,0,0,"NV"
"3009","ISIC_0027414",0,0,0,0,2,0,0,"NV"
"3010","ISIC_0027415",0,0,0,1,14,0,0,"NV"
"3011","ISIC_0027416",1,0,0,1,0,0,0,"NV"
"3012","ISIC_0027417",0,0,0,0,3,0,0,"NV"
"3013","ISIC_0027418",0,0,2,0,17,0,0,"NV"
"3014","ISIC_0027419",1,0,4,3,1,1,0,"BKL"
"3015","ISIC_0027420",0,0,0,13,1,0,0,"MEL"
"3016","ISIC_0027421",0,0,1,0,4,0,1,"NV"
"3017","ISIC_0027422",0,0,0,0,1,0,0,"NV"
"3018","ISIC_0027423",0,0,0,1,0,0,0,"NV"
"3019","ISIC_0027424",0,0,0,0,1,0,0,"NV"
"3020","ISIC_0027425",1,20,0,1,0,0,4,"BCC"
"3021","ISIC_0027426",0,0,0,0,3,0,0,"NV"
"3022","ISIC_0027427",0,0,0,0,5,0,0,"NV"
"3023","ISIC_0027428",0,0,8,0,0,0,0,"BKL"
"3024","ISIC_0027429",0,0,1,0,2,0,0,"NV"
"3025","ISIC_0027431",1,0,5,2,15,0,0,"NV"
"3026","ISIC_0027432",0,0,2,0,4,0,0,"NV"
"3027","ISIC_0027433",0,10,0,9,0,0,6,"BCC"
"3028","ISIC_0027434",0,0,0,0,3,0,0,"NV"
"3029","ISIC_0027435",2,1,7,0,1,0,0,"BKL"
"3030","ISIC_0027436",5,1,2,4,4,0,0,"MEL"
"3031","ISIC_0027437",0,0,6,1,5,0,0,"BKL"
"3032","ISIC_0027438",0,0,0,0,3,0,0,"NV"
"3033","ISIC_0027439",0,0,0,0,1,1,0,"NV"
"3034","ISIC_0027440",0,0,0,0,1,0,0,"NV"
"3035","ISIC_0027441",0,0,0,0,2,0,0,"NV"
"3036","ISIC_0027442",0,0,0,11,1,0,0,"MEL"
"3037","ISIC_0027443",0,0,0,0,3,0,0,"NV"
"3038","ISIC_0027444",0,0,0,1,6,0,0,"NV"
"3039","ISIC_0027446",0,0,0,0,6,0,0,"NV"
"3040","ISIC_0027447",12,15,2,2,0,0,0,"AKIEC"
"3041","ISIC_0027448",0,0,0,2,1,0,0,"NV"
"3042","ISIC_0027449",0,0,0,0,3,0,1,"NV"
"3043","ISIC_0027450",0,0,0,1,1,1,0,"NV"
"3044","ISIC_0027451",1,0,7,7,0,0,1,"BKL"
"3045","ISIC_0027452",3,2,15,9,1,0,0,"AKIEC"
"3046","ISIC_0027453",0,0,0,1,2,0,0,"NV"
"3047","ISIC_0027454",1,0,6,0,3,0,0,"BKL"
"3048","ISIC_0027455",0,0,3,6,10,0,0,"BKL"
"3049","ISIC_0027456",0,0,0,0,2,0,0,"NV"
"3050","ISIC_0027457",0,0,0,0,6,0,0,"NV"
"3051","ISIC_0027458",0,0,0,0,2,0,0,"NV"
"3052","ISIC_0027459",0,0,1,0,2,0,0,"NV"
"3053","ISIC_0027460",0,0,0,0,2,0,0,"NV"
"3054","ISIC_0027461",0,0,0,0,3,0,0,"NV"
"3055","ISIC_0027462",0,0,0,2,2,0,0,"NV"
"3056","ISIC_0027463",0,0,9,0,0,0,0,"BKL"
"3057","ISIC_0027464",0,0,0,1,1,0,0,"NV"
"3058","ISIC_0027465",0,0,1,0,2,0,0,"NV"
